Name;ID;Initial Class;Age;Gender;Birth Month;Birth Day;Support Type;Innate Prof.;Sub Proficiency;Level;Internal Level;HP Base;Str Base;Mag Base;Dex Base;Spd Base;Def Base;Res Base;Lck Base;Bld Base;Mov Base;SP;HP Growth;Str Growth;Mag Growth;Dex Growth;Spd Growth;Def Growth;Res Growth;Lck Growth;Bld Growth;HP Cap+;Str Cap+;Mag Cap+;Dex Cap+;Spd Cap+;Def Cap+;Res Cap+;Lck Cap+;Common Skills;Normal Skills;Hard Skills;Maddening Skills;Engage Skills;Origin;Description;HP Base Hard;Str Base Hard;Mag Base Hard;Dex Base Hard;Spd Base Hard;Def Base Hard;Res Base Hard;Lck Base Hard;Bld Base Hard;Mov Base Hard;HP Base Maddening;Str Base Maddening;Mag Base Maddening;Dex Base Maddening;Spd Base Maddening;Def Base Maddening;Res Base Maddening;Lck Base Maddening;Bld Base Maddening;Mov Base Maddening
Fabrication;PID_S014_???_??????;Warrior;---;Male;---;---;Default;---;---;15;0;62;23;1;19;21;10;5;5;14;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;---;(Hit/Avoid -20);---;---;---;---;A soulless soldier created by secret techniques. It has no will of its own and only follows its master's orders.;65;30;6;20;22;17;11;5;15;5;75;40;12;27;29;26;18*;6;15;5
Fabrication;PID_S014_???_?????;Sniper;---;Female;---;---;Default;---;---;15;0;51;22;1;32;20;11;7;11;10;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;---;(Hit/Avoid -20);---;---;---;---;A soulless soldier created by secret techniques. It has no will of its own and only follows its master's orders.;53;33;6;34;21;26;19;11;10;5;62;41;12;42;28;29*;24*;12;11;5
Fabrication;PID_S014_???_????????;Hero;---;Male;---;---;Default;---;---;15;0;50;20;0;23;21;14;7;14;12;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;---;(Hit/Avoid -20);---;---;---;---;A soulless soldier created by secret techniques. It has no will of its own and only follows its master's orders.;53;30;5;25;27;27;18;15;12;5;62;40;11;32;35;34*;22*;16;13;5
Fabrication;PID_S014_???_???;Thief;---;Male;---;---;Default;---;---;30;0;39;17;1;28;19;8;6;10;8;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;---;(Hit/Avoid -20);---;---;---;---;A soulless soldier created by secret techniques. It has no will of its own and only follows its master's orders.;46;34;6;30;26;18;20;11;8;5;53;43*;12;38;33;27;23*;12;9;5
Fabrication;PID_S014_???_???????;Wyvern Knight;---;Female;---;---;Default;---;---;15;0;55;21;9;26;24;14;8;9;12;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;---;(Hit/Avoid -20);---;---;---;---;A soulless soldier created by secret techniques. It has no will of its own and only follows its master's orders.;58;29;14;28;26;23;15;10;13;6;68;39;21;36;33;34;22*;10;13;6
Fabrication;PID_S014_???_??????;Mage Knight;---;Female;---;---;Default;---;---;15;0;35;13;16;19;21;9;12;8;9;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;---;(Hit/Avoid -20);---;---;---;---;A soulless soldier created by secret techniques. It has no will of its own and only follows its master's orders.;36;18;24;20;22;16;26;9;9;6;43;25;33;27;29;25;38;9;10;6
Fabrication;PID_S014_???_???????;Great Knight;---;Male;---;---;Default;---;---;15;0;52;20;2;26;16;20;7;12;14;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;---;(Hit/Avoid -20);---;---;---;---;A soulless soldier created by secret techniques. It has no will of its own and only follows its master's orders.;54;26;5;28;17;34;14;13;15;6;63;33;11;36;24;46;22*;14;15;6
Fabrication;PID_S014_???_?????;Paladin;---;Male;---;---;Default;---;---;15;0;52;22;2;28;23;14;11;12;12;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;---;(Hit/Avoid -20);---;---;---;---;A soulless soldier created by secret techniques. It has no will of its own and only follows its master's orders.;55;28;7;30;25;23;18;13;12;6;64;36;13;38;32;34;27;14;13;6
Fabrication;PID_S014_???_?????;Bow Knight;---;Female;---;---;Default;---;---;15;0;46;16;4;28;23;8;11;12;10;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;---;(Hit/Avoid -20);---;---;---;---;A soulless soldier created by secret techniques. It has no will of its own and only follows its master's orders.;48;22;9;30;25;15;18;13;10;6;57;29;15;38;32;23*;27;14;11;6
Corrupted;PID_S015_???_??;Hero;---;Female;---;---;Default;---;---;21;0;55;25;2;26;31;19;11;16;12;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;---;(Hit/Avoid -10);---;Unbreakable;---;---;A corpse raised by the Fell Dragon's powers. It has no will of its own and exists only to follow orders.;59;32;6;28;31;25;16;17;13;5;68;42;13;36;39;34*;22*;18;13;5
Corrupted;PID_S015_???_??_??;Barbarian;---;Male;---;---;Default;---;---;40;0;62;26;2;18;24;14;10;4;16;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Anchor, (Foe with Death Convo);(Hit/Avoid -10);---;Unbreakable;---;---;A corpse raised by the Fell Dragon's powers. It has no will of its own and exists only to follow orders.;67;34;2;21;24;20;14;4;17;4;75;43;9;28;26*;23*;15*;4;18;4
Corrupted;PID_S015_???_??;Barbarian;---;Female;---;---;Default;---;---;36;0;58;25;2;16;17;10;6;1;15;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;---;(Hit/Avoid -20);---;---;---;---;A corpse raised by the Fell Dragon's powers. It has no will of its own and exists only to follow orders.;62;31;2;18;18;15;9;4;16;4;71;40;8;25;25;23*;15*;4;17;4
Corrupted;PID_S015_???_????????;Hero;---;Female;---;---;Default;---;---;16;0;51;23;2;24;27;17;11;12;12;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;---;(Hit/Avoid -20);---;---;---;---;A corpse raised by the Fell Dragon's powers. It has no will of its own and exists only to follow orders.;55;29;5;26;28;23;14;15;12;5;63;38;11;33;36;32;22*;16;13;5
Corrupted;PID_S015_???_??????;Warrior;---;Male;---;---;Default;---;---;16;0;63;26;3;19;22;13;9;3;14;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;---;(Hit/Avoid -20);---;---;---;---;A corpse raised by the Fell Dragon's powers. It has no will of its own and exists only to follow orders.;67;31;6;21;23;18;12;6;15;5;76;41;12;28;30;27*;18*;6;16;5
Corrupted;PID_S015_???_???????;Halberdier;---;Female;---;---;Default;---;---;16;0;52;26;9;29;25;18;12;7;11;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;---;(Hit/Avoid -20);---;---;---;---;A corpse raised by the Fell Dragon's powers. It has no will of its own and exists only to follow orders.;56;30;13;32;25;24;16;10;11;5;64;38;20;39;32;33;25*;11;12;5
Corrupted;PID_S015_???_?????;General;---;Male;---;---;Default;---;---;16;0;59;26;3;24;10;31;7;7;18;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;---;(Hit/Avoid -20);---;---;---;---;A corpse raised by the Fell Dragon's powers. It has no will of its own and exists only to follow orders.;63;32;3;26;11;39;10;10;19;4;72;41;9;34;17*;50;16*;11;20;4
Corrupted;PID_S015_???_??????;Mage Knight;---;Male;---;---;Default;---;---;16;0;35;16;18;19;22;12;21;6;9;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;---;(Hit/Avoid -20);---;---;---;---;A corpse raised by the Fell Dragon's powers. It has no will of its own and exists only to follow orders.;37;19;25;20;23;17;27;9;10;6;44;26;34;27;30;26*;38;10;10;6
Corrupted;PID_S015_???_?????;Bow Knight;---;Male;---;---;Default;---;---;16;0;47;19;6;29;26;11;15;10;10;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;---;(Hit/Avoid -20);---;---;---;---;A corpse raised by the Fell Dragon's powers. It has no will of its own and exists only to follow orders.;50;23;9;31;26;15;19;14;10;6;58;30;15;39;33;23*;28;14;11;6
Corrupted;PID_S015_???_??????;Wolf Knight;---;Male;---;---;Default;---;---;16;0;48;20;8;26;31;13;17;13;9;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;---;(Hit/Avoid -20);---;---;---;---;A corpse raised by the Fell Dragon's powers. It has no will of its own and exists only to follow orders.;51;24;12;28;31;18;22;16;10;6;59;31;18;36;39;27*;31;17;10;6
Corrupted;PID_S015_???_???????;Martial Master;---;Male;---;---;Default;---;---;16;0;45;18;18;17;18;13;20;10;11;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;---;(Hit/Avoid -20);---;---;---;---;A corpse raised by the Fell Dragon's powers. It has no will of its own and exists only to follow orders.;48;22;24;18;19;18;26;13;11;5;56;29;34;25;26;27*;37;14;12;5
Corrupted;PID_S015_???_???????;High Priest;---;Female;---;---;Default;---;---;16;0;39;9;22;20;21;9;26;15;9;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;---;(Hit/Avoid -20);---;---;---;---;A corpse raised by the Fell Dragon's powers. It has no will of its own and exists only to follow orders.;41;12;29;22;22;14;33;19;9;5;49;18;38;29;29;20*;44;20;10;5
Corrupted;PID_S015_???_????????;Griffin Knight;---;Female;---;---;Default;---;---;16;0;47;21;16;30;32;13;21;14;10;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;---;(Hit/Avoid -20);---;---;---;---;A corpse raised by the Fell Dragon's powers. It has no will of its own and exists only to follow orders.;50;25;21;33;34;18;25;17;10;6;58;32;28;40;41;27*;34;18;11;6
Corrupted;PID_S015_???_???;Thief;---;Female;---;---;Default;---;---;36;0;43;21;4;32;30;17;11;10;9;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;---;(Hit/Avoid -20);---;---;---;---;A corpse raised by the Fell Dragon's powers. It has no will of its own and exists only to follow orders.;45;27;7;35;30;22;15;13;9;5;53;36;14;43;37;31;23*;14;10;5
Zephia;PID_M023_???;Melusine;---;Female;---;---;Default;Sword;---;37;0;55;23;27;25;35*;27;27;10;10;6;0;75;45;45;45;60;40;45;25;10;0;0;0;0;0;5;0;0;(Foe with Death Convo);(Hit/Avoid -10);Stalwart;Duelist's Blow, Veteran+;---;---;The leader of the Four Hounds. She is descended from mage dragons and has lived thousands of years.;59;26;28;22;33;28;28;11;10;6;68;32;34;28;35*;33;36*;14;10;6
Griss;PID_M023_??;Sage;---;Male;---;---;Default;Staff;---;17;0;44;16;37;21;20;21;32;12;9;5;0;70;40;60;25;30;45;60;30;10;10;0;0;0;0;10;0;0;(Foe with Death Convo);(Hit/Avoid -10);---;Seal Resistance, Veteran+;---;---;Fearsome member of the Four Hounds. A dangerously unstable and violent user of powerful magic.;45;15;38;20;20;23;33;14;9;5;53*;20;44;23;21;26;40;17;9;5
Corrupted;PID_M023_???_???????;Swordmaster;---;Female;---;---;Default;---;---;15;0;44;18;4;28;31;15;11;16;9;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;---;(Hit/Avoid -10);---;---;---;---;A corpse raised by the Fell Dragon's powers. It has no will of its own and exists only to follow orders.;47;23;9;29;32;20;16;17;9;5;56;30;16;37;38;25;22;19;10;5
Corrupted;PID_M023_???_???????;Royal Knight;---;Female;---;---;Default;---;---;14;0;45;18;14;29;25;13;16;13;9;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;---;(Hit/Avoid -10);---;---;---;---;A corpse raised by the Fell Dragon's powers. It has no will of its own and exists only to follow orders.;49;25;21;30;26;18;22;15;9;6;57;32;30;38;30;24;30;16;10;6
Corrupted;PID_M023_???_?????;Berserker;---;Male;---;---;Default;---;---;11;0;58;25;0;15;18;11;4;5;15;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;---;(Hit/Avoid -10);---;---;---;---;A corpse raised by the Fell Dragon's powers. It has no will of its own and exists only to follow orders.;62;30;3;15;18;15;6;5;16;5;72;39;8;21;21;20*;11*;5;17;5
Corrupted;PID_M023_???_???????;Great Knight;---;Male;---;---;Default;---;---;16;0;52;22;2;27;17;24;9;12;14;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;---;(Hit/Avoid -10);---;---;---;---;A corpse raised by the Fell Dragon's powers. It has no will of its own and exists only to follow orders.;55;26;5;28;17;32;14;13;15;6;64;34;12;37;21;40;20;14;16;6
Corrupted;PID_M023_???_?????;Paladin;---;Male;---;---;Default;---;---;15;0;51;23;2;29;25;15;12;12;11;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;---;(Hit/Avoid -10);---;---;---;---;A corpse raised by the Fell Dragon's powers. It has no will of its own and exists only to follow orders.;55;28;7;30;25;23;18;13;12;6;64;36;13;38;29;30;24;14;13;6
Corrupted;PID_M023_???_??????;Wolf Knight;---;Female;---;---;Default;---;---;11;0;43;17;6;25;26;14;14;13;9;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;---;(Hit/Avoid -10);---;---;---;---;A corpse raised by the Fell Dragon's powers. It has no will of its own and exists only to follow orders.;46;21;10;25;27;19;19;14;9;6;54;27;16;32;32;26;26;16;9;6
Corrupted;PID_M023_???_?????;Bow Knight;---;Male;---;---;Default;---;---;14;0;44;17;3;29;23;12;12;11;9;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;---;(Hit/Avoid -10);---;---;---;---;A corpse raised by the Fell Dragon's powers. It has no will of its own and exists only to follow orders.;48;21;8;29;24;17;17;13;10;6;56;29;15;37;28;23*;23;14;10;6
Corrupted;PID_M023_???_??????;Mage Knight;---;Female;---;---;Default;---;---;14;0;34;12;17;19;21;12;18;8;7;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;---;(Hit/Avoid -10);---;---;---;---;A corpse raised by the Fell Dragon's powers. It has no will of its own and exists only to follow orders.;35;18;23;19;22;17;26;8;7;6;43;25;32;26;26;26*;35;9;8;6
Corrupted;PID_M023_???_???????;Martial Master;---;Male;---;---;Default;---;---;11;0;41;15;15;16;17;14;17;10;10;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;---;(Hit/Avoid -10);---;---;---;---;A corpse raised by the Fell Dragon's powers. It has no will of its own and exists only to follow orders.;44;19;21;16;17;19;23;11;10;5;52;26;30;23;20;27*;31;12;11;5
Corrupted;PID_M023_???_????????;Griffin Knight;---;Female;---;---;Default;---;---;15;0;45;19;13;30;31;13;18;15;9;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;---;(Hit/Avoid -10);---;---;---;---;A corpse raised by the Fell Dragon's powers. It has no will of its own and exists only to follow orders.;48;24;20;31;32;18;24;17;10;6;57;31;27;40;38;26;32;18;11;6
Corrupted;PID_M023_???_????????_????;Griffin Knight;---;Female;---;---;Default;---;---;15;0;45;19;13;30;31;13;18;15;9;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;---;(Hit/Avoid -10);Self-Destruct;Self-Destruct;---;---;A corpse raised by the Fell Dragon's powers. It has no will of its own and exists only to follow orders.;48;24;20;31;32;18;24;17;10;6;57;31;27;40;38;26;32;18;11;6
Corrupted;PID_M023_???_???????;Wyvern Knight;---;Female;---;---;Default;---;---;14;0;53;22;8;27;24;18;10;9;12;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;---;(Hit/Avoid -10);---;---;---;---;A corpse raised by the Fell Dragon's powers. It has no will of its own and exists only to follow orders.;57;28;14;27;25;25;15;9;12;6;66;38;21;35;29;33;21;10;13;6
Corrupted Wyrm;PID_M023_???;Corrupted Wyrm;---;???;---;---;Default;---;---;37;0;54;0*;16;13;4;17;17;5;20;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;---;(Hit/Avoid -10);---;Spirit Strike;---;---;A giant dragon raised by the Fell Dragon. Armored with tough scales and armed with powerful breath.;57;0*;23;14;4;25;25;5;21;2;66;0*;31;22;6*;34;36*;6;22;2
Past;PID_M024_????;Fell Child;---;Male;---;---;Default;Sword;---;17;0;49;24;10;22;31;24;21;9;11;5;0;60;40;20;45;50;40;25;25;5;0;0;0;0;0;0;0;0;(Foe with Death Convo);(Hit/Avoid -10);Stalwart;Veteran+;---;---;The \0 of 1,000 years past. Has no free will and obeys the Fell Dragon's commands.;51;29;10;24;31;30;24;13;11;5;59;35;13;29;35;35*;25*;14;11;5
Corrupted;PID_M024_???_????????;Hero;---;Male;---;---;Default;---;---;17;0;50;23;5;25;27;17;9;10;12;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;---;(Hit/Avoid -10);---;---;---;---;A corpse raised by the Fell Dragon's powers. It has no will of its own and exists only to follow orders.;55;29;5;26;28;23;14;15;12;5;64;37;12;33;33;32;21;17;13;5
Corrupted;PID_M024_???_???????;Swordmaster;---;Female;---;---;Default;---;---;18;0;46;20;9;30;33;13;11;12;9;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;---;(Hit/Avoid -10);---;---;---;---;A corpse raised by the Fell Dragon's powers. It has no will of its own and exists only to follow orders.;50;24;10;31;34;18;17;18;10;5;59;31;17;39;40;27*;25;20;10;5
Corrupted;PID_M024_???_?????;Berserker;---;Female;---;---;Default;---;---;17;0;64;28;4;16;19;9;4;1;17;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;---;(Hit/Avoid -10);---;---;---;---;A corpse raised by the Fell Dragon's powers. It has no will of its own and exists only to follow orders.;69;34;4;17;20;14;7;6;18;5;80;42;10;23*;24;20*;11*;6;19;5
Corrupted;PID_M024_???_?????_?;Berserker;---;Female;---;---;Default;---;---;17;0;60;23;15;16;16;6;9;1;15;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;---;(Hit/Avoid -10);---;---;---;---;A corpse raised by the Fell Dragon's powers. It has no will of its own and exists only to follow orders.;65;29;17*;17;17;11;11*;6;16;5;76;37;17*;23*;21;20*;11*;6;17;5
Corrupted;PID_M024_???_??????;Warrior;---;Male;---;---;Default;---;---;17;0;62;26;6;20;23;13;7;1;14;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;---;(Hit/Avoid -10);---;---;---;---;A corpse raised by the Fell Dragon's powers. It has no will of its own and exists only to follow orders.;67;31;6;21;23;18;12;6;15;5;78;39;13;28;27;27*;18*;6;16;5
Corrupted;PID_M024_???_?????;Sniper;---;Male;---;---;Default;---;---;17;0;46;25;6;35;22;14;9;7;10;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;---;(Hit/Avoid -10);---;---;---;---;A corpse raised by the Fell Dragon's powers. It has no will of its own and exists only to follow orders.;50;29;6;36;22;19;15;12;10;5;59;34;13;44;26;28;22;13;11;5
Corrupted;PID_M024_???_?????_??????;Sniper;---;Male;---;---;Default;---;---;17;0;46;25;6;35;22;14;9;7;10;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;---;(Hit/Avoid -10);---;Seal Defense, Anchor;---;---;A corpse raised by the Fell Dragon's powers. It has no will of its own and exists only to follow orders.;50;29;6;36;22;19;15;12;10;5;59;34;13;44;26;28;22;13;11;5
Corrupted;PID_M024_???_?????_?;Sniper;---;Female;---;---;Default;---;---;17;0;44;20;13;32;17;12;14;7;10;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;---;(Hit/Avoid -10);---;---;---;---;A corpse raised by the Fell Dragon's powers. It has no will of its own and exists only to follow orders.;48;24;18;33;17;17;20;12;10;5;57;30;20*;41;21;26;24*;13;11;5
Corrupted;PID_M024_???_?????;General;---;Male;---;---;Default;---;---;17;0;58;26;3;25;11;31;5;5;18;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;---;(Hit/Avoid -10);---;---;---;---;A corpse raised by the Fell Dragon's powers. It has no will of its own and exists only to follow orders.;63;32;3;26;11;39;10;10;19;4;73;40;9;34;15;51;16*;11;20;4
Corrupted;PID_M024_???_???????;Great Knight;---;Male;---;---;Default;---;---;17;0;52;23;6;28;17;28;9;8;14;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;---;(Hit/Avoid -10);---;---;---;---;A corpse raised by the Fell Dragon's powers. It has no will of its own and exists only to follow orders.;56;27;6;29;17;36;14;14;15;6;65;34;12;37;22;48;21;15;16;6
Corrupted;PID_M024_???_??????;Wolf Knight;---;Female;---;---;Default;---;---;17;0;47;20;12;27;30;13;15;11;9;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;---;(Hit/Avoid -10);---;---;---;---;A corpse raised by the Fell Dragon's powers. It has no will of its own and exists only to follow orders.;51;24;12;28;31;18;22;16;10;6;60;30;19;36;36;27*;29;18;10;6
Corrupted;PID_M024_???_???;Sage;---;Female;---;---;Default;---;---;17;0;32;7;21;24;24;9;22;16;8;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;---;(Hit/Avoid -10);---;---;---;---;A corpse raised by the Fell Dragon's powers. It has no will of its own and exists only to follow orders.;34;10;27;24;25;14;30;22;9;5;41;15;37;31;29;20*;40;23;9;5
Corrupted;PID_M024_???_???????;Martial Master;---;Male;---;---;Default;---;---;16;0;44;18;17;17;19;13;18;7;10;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;---;(Hit/Avoid -10);---;---;---;---;A corpse raised by the Fell Dragon's powers. It has no will of its own and exists only to follow orders.;48;21;24;18;19;18;26;13;11;5;56;28;34;25;23;27*;35;14;12;5
Corrupted;PID_M024_???_???????;High Priest;---;Female;---;---;Default;---;---;16;0;37;9;22;22;20;9;24;13;8;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;---;(Hit/Avoid -10);---;---;---;---;A corpse raised by the Fell Dragon's powers. It has no will of its own and exists only to follow orders.;40;12;28;22;21;13;32;19;9;5;49;17;38;29;26;20*;42;20;10;5
Corrupted;PID_M024_???_????????;Griffin Knight;---;Male;---;---;Default;---;---;17;0;46;21;16;32;33;13;19;12;10;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;---;(Hit/Avoid -10);---;---;---;---;A corpse raised by the Fell Dragon's powers. It has no will of its own and exists only to follow orders.;50;25;21;33;34;18;25;17;10;6;59;31;28;41;39;27*;32;19;11;6
Corrupted;PID_M024_???_???????;Wyvern Knight;---;Female;---;---;Default;---;---;18;0;56;24;11;29;26;17;10;5;12;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;---;(Hit/Avoid -10);---;---;---;---;A corpse raised by the Fell Dragon's powers. It has no will of its own and exists only to follow orders.;61;31;15;30;27;24;16;10;13;6;71;39;23;38;32;35*;22*;11;14;6
Corrupted Wyrm;PID_M024_???;Corrupted Wyrm;---;???;---;---;Default;---;---;37;0;53;0*;20;13;4;26;21;1;19;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;---;(Hit/Avoid -10);---;Spirit Strike;---;---;A giant dragon raised by the Fell Dragon. Armored with tough scales and armed with powerful breath.;57;0*;27;14;4;33;29;5;21;2;66;0*;37;22;6*;36*;36*;6;22;2
Corrupted Lumera;PID_M025_????;Divine Dragon;---;Female;---;---;Default;Sword;---;20;0;64;35;25*;32;27;25;25*;26;13*;5;0;75;45;15;45;50;40;20;35;15;0;0;0;0;0;0;0;0;(Equip Wille Glanz), Anchor, (Foe with Death Convo), (Stuck);(Hit/Avoid -10);Stalwart;Veteran+;---;---;An elaborate Corruption of the dead Lumera, created by Sombron.;64;40;25*;32;32;28;25*;26;13*;5;64;40;25*;32;32;28;25*;26;13*;5
Corrupted;PID_M025_???_????????;Martial Master;---;Male;---;---;Default;---;---;20;0;58;17;17;18;19;11;18;13;11;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;---;(Hit/Avoid -10);---;---;---;---;A corpse raised by the Fell Dragon's powers. It has no will of its own and exists only to follow orders.;58;22;29;18;19;23;26;13;11;5;66*;29;39;25;26;27*;37;14;12;5
Corrupted;PID_M025_???_????;Sage;---;Female;---;---;Default;---;---;20;0;43*;5;25;24;21;7;21;14;9;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;---;(Hit/Avoid -10);---;---;---;---;A corpse raised by the Fell Dragon's powers. It has no will of its own and exists only to follow orders.;43*;10;32;24;21;20*;30;14;9;5;43*;16;41;31;28;20*;41;14;9;5
Corrupted;PID_M025_???_???????;Halberdier;---;Male;---;---;Default;---;---;19;0;55;26;8;31;24;16;9;10;11;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;---;(Hit/Avoid -10);---;---;---;---;A corpse raised by the Fell Dragon's powers. It has no will of its own and exists only to follow orders.;55;29;13;31;24;23;16;10;11;5;63;37;20;39;31;32;24;10;12;5
Corrupted;PID_M025_???_????????;Hero;---;Male;---;---;Default;---;---;18;0;53;23;0;25;27;15;7;15;12;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;---;(Hit/Avoid -10);---;---;---;---;A corpse raised by the Fell Dragon's powers. It has no will of its own and exists only to follow orders.;53;28;5;25;27;22;14;15;12;5;61;37;11;31;34;30;22*;16;12;5
Corrupted;PID_M025_???_???????;Swordmaster;---;Male;---;---;Default;---;---;19;0;48;20;4;29;33;11;10;18;9;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;---;(Hit/Avoid -10);---;---;---;---;A corpse raised by the Fell Dragon's powers. It has no will of its own and exists only to follow orders.;48;23;10;29;33;18;17;18;9;5;56;30;16;37;41;26;25;19;10;5
Corrupted;PID_M025_???_????????_??;Hero;---;Male;---;---;Default;---;---;18;0;53;23;0;25;27;15;7;15;12;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;---;(Hit/Avoid -10);---;---;---;---;A corpse raised by the Fell Dragon's powers. It has no will of its own and exists only to follow orders.;53;28;5;25;27;22;14;15;12;5;61;37;11;31;34;30;22*;16;12;5
Corrupted;PID_M025_???_??????;Warrior;---;Male;---;---;Default;---;---;19;0;66;24;1;24;22;11;5;5;15;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;---;(Hit/Avoid -10);---;---;---;---;A corpse raised by the Fell Dragon's powers. It has no will of its own and exists only to follow orders.;66;31;6;21;22;18;12;5;15;5;75;40;12;27;29;26;18*;6;15;5
Corrupted;PID_M025_???_??????_??;Warrior;---;Male;---;---;Default;---;---;18;0;65;24;1;23;22;11;5;5;15;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;---;(Hit/Avoid -10);---;---;---;---;A corpse raised by the Fell Dragon's powers. It has no will of its own and exists only to follow orders.;65;30;6;20;22;17;11;5;15;5;74;39;12;27;29;26;18*;6;15;5
